Item,Arousal.Mean,Arousal.SD,Arousal.N,Arousal.Min,Arousal.Max,Arousal.Unknown,Concreteness.Mean,Concreteness.SD,Concreteness.N,Concreteness.Min,Concreteness.Max,Concreteness.Unknown,Embodiment.Mean,Embodiment.SD,Embodiment.N,Embodiment.Min,Embodiment.Max,Embodiment.Unknown,Imageability.Mean,Imageability.SD,Imageability.N,Imageability.Min,Imageability.Max,Imageability.Unknown,Valence.Mean,Valence.SD,Valence.N,Valence.Min,Valence.Max,Valence.Unknown
steaming,5,2.67,15,1,9,NA,3.65,1.4,23,1,5,NA,3.11,1.76,27,1,7,NA,5.74,1.61,27,1,7,NA,4.93,1.61,28,1,9,NA
stemmed,4.69,1.11,13,2,7,5,2.42,1.39,19,1,5,7,2.59,1.84,17,1,7,4,3,1.93,22,1,7,3,5.36,1.08,25,3,9,5
sterilize,4.91,2.35,23,1,9,NA,4,1.15,25,1,5,1,4.68,1.81,28,1,7,NA,5.23,1.9,26,1,7,NA,4.46,2.22,28,1,9,NA
stiffen,5.5,1.69,18,1,8,NA,4.39,0.69,28,3,5,NA,6.12,1.13,25,3,7,NA,5.96,1.2,28,3,7,1,3.43,1.29,28,1,5,2
stifle,6.22,1.68,23,4,9,2,3.27,1.35,22,1,5,2,3.5,1.74,22,1,6,1,4.05,1.6,21,1,6,5,3.24,1.61,25,1,7,4
stipulate,5.06,1.2,17,3,7,5,2.05,1.22,19,1,5,7,1.89,1.28,18,1,5,5,2.25,1.21,20,1,5,4,4.26,1.32,23,1,7,6
stood,3.71,1.83,17,1,7,NA,4.67,0.64,24,3,5,NA,6.2,1.19,25,3,7,NA,6.11,1.64,28,1,7,NA,5.45,1.12,29,4,9,NA
stooping,5.95,1.47,19,3,8,1,3.71,1.19,21,1,5,4,4.93,1.86,27,1,7,3,4.88,1.78,24,1,7,2,3.93,1.19,29,1,6,1
stopped,4.69,2.02,13,1,7,NA,4.08,1.2,26,1,5,NA,4.35,2.21,23,1,7,NA,5.93,1.68,28,2,7,NA,3.96,1.46,24,1,6,NA
storming,6.85,1.18,20,5,9,NA,3.14,1.3,28,1,5,NA,3.25,2.17,24,1,7,NA,5.33,1.75,27,2,7,NA,4.41,2,27,1,9,NA
straddle,6,2.21,17,1,9,2,4.2,1.29,25,1,5,2,6.14,1.46,22,2,7,2,6.48,1.08,23,3,7,1,6.07,1.69,27,3,9,3
straddling,6.06,1.95,16,3,9,1,4.4,1,25,2,5,NA,NA,NA,NA,NA,NA,NA,6.15,1.63,27,1,7,1,5.58,1.1,26,4,9,3
straggle,5.12,2.57,17,1,9,3,3.28,1.13,18,1,5,6,4.47,2.09,19,1,7,6,4.55,2.11,20,1,7,8,3.44,1.36,25,1,6,5
straggling,5.83,1.29,18,4,9,2,3.45,1.14,22,1,5,6,4.38,1.63,21,2,7,3,4.08,1.81,26,1,7,1,3.28,1.28,25,1,6,2
straighten,4.14,1.53,21,1,7,NA,4.37,0.79,27,2,5,NA,4.86,1.56,28,1,7,NA,5.7,1.81,27,1,7,NA,5.25,1.35,28,2,9,NA
straining,5.89,1.91,19,1,9,NA,3.43,1.4,28,1,5,NA,4.8,2.12,25,1,7,NA,4.48,2.08,31,1,7,NA,3.7,1.57,33,1,9,NA
strangle,7.81,1.44,21,4,9,NA,4.78,0.42,23,4,5,NA,6.58,0.76,26,5,7,NA,6.58,0.95,26,4,7,NA,1.96,1.37,28,1,6,NA
streaming,5.13,1.81,15,2,8,NA,3.2,1.38,25,1,5,NA,2.76,1.9,25,1,7,1,4.83,1.76,30,1,7,NA,5.88,1.5,32,4,9,NA
strengthen,6.85,1.42,20,4,9,NA,3.41,1.12,27,1,5,NA,5.43,1.6,21,1,7,NA,5.21,1.64,24,2,7,NA,7.57,1.3,30,5,9,NA
strew,5.88,1.26,16,4,9,5,3.29,1.31,17,1,5,12,3.56,2.22,16,1,7,12,3.68,1.83,19,1,6,13,4.17,1.1,18,2,6,14
stringing,4.38,2.18,13,1,8,6,2.82,1.44,22,1,5,6,3.09,1.6,22,1,6,6,3.81,2.32,21,1,7,5,4.74,1.14,23,2,8,7
stripped,6.16,1.89,19,2,9,1,4.16,1.07,25,1,5,1,5.84,1.43,25,2,7,1,6.12,1.09,25,3,7,NA,4.27,1.73,26,1,9,1
strive,6.52,1.63,21,3,9,NA,1.83,0.97,29,1,4,NA,3.32,2.16,28,1,7,NA,3.25,1.88,28,1,7,NA,7.82,1.26,33,5,9,NA
strode,4.07,1.98,15,1,7,2,4.33,0.77,18,3,5,6,5.68,1.63,19,2,7,6,5.8,1.4,20,2,7,8,5.92,1.25,24,5,9,5
strove,5.78,1.83,18,2,9,4,2.2,1.06,20,1,4,6,2.71,1.53,17,1,5,6,2.67,1.41,18,1,5,6,5.71,1.19,21,4,9,8
struck,7.26,1.82,19,2,9,NA,4.46,1.1,28,1,5,NA,5.68,2.06,28,1,7,NA,6.19,0.96,27,4,7,NA,3.1,2.19,30,1,9,NA
struggling,6.83,1.89,18,1,9,NA,3.32,1.25,28,1,5,NA,4.68,1.68,25,1,7,NA,5.86,1.36,29,2,7,NA,1.57,1.04,30,1,4,NA
strung,5.75,1.29,12,3,8,1,3.4,1.26,25,1,5,1,3.55,2.09,22,1,7,1,4.52,2.01,27,1,7,1,3.96,1.07,23,2,5,1
strutting,6.25,1.45,20,3,9,1,4.58,0.5,24,4,5,3,6.42,1.02,24,3,7,4,6.15,1.41,26,1,7,1,5.85,1.77,27,3,9,1
stuck,6.24,1.73,21,3,9,NA,4,1.2,22,1,5,NA,4.58,1.77,24,1,7,NA,6.17,1.18,30,2,7,NA,2.79,1.35,29,1,6,NA
studied,4.63,2.19,19,1,9,NA,3.26,1.4,27,1,5,NA,4.25,2.25,24,1,7,NA,6.12,1.3,25,2,7,NA,6.4,1.99,30,2,9,NA
stuffed,4.85,2.11,20,2,9,1,3.78,1.31,23,1,5,2,4.8,2.1,25,1,7,1,6.16,1.37,25,2,7,NA,4.96,1.84,28,1,9,1
stumble,5.74,1.28,19,3,9,NA,4.61,0.63,28,3,5,NA,6.24,1.13,25,3,7,NA,6.13,1.23,31,3,7,NA,3.61,1.3,33,1,5,NA
stung,7.68,1.06,19,6,9,NA,4.59,0.69,27,2,5,NA,5.17,2.04,24,1,7,NA,6.36,1.38,25,1,7,NA,1.93,1.17,30,1,6,NA
stunk,6.14,1.39,21,3,9,NA,3.78,1.31,27,1,5,2,4.48,1.7,27,1,7,1,4.11,1.91,27,1,7,1,2.38,1.26,32,1,5,1
stupefy,5.86,2.07,14,1,9,6,2.32,1.11,19,1,4,6,3.11,2.17,18,1,7,6,3.63,2.06,19,1,7,6,4.52,2.02,21,1,7,8
stylize,5.5,2.18,18,1,9,NA,3.85,1.12,26,1,5,1,5.22,1.93,23,1,7,1,5.05,1.69,21,2,7,1,6.52,1.37,27,5,9,1
subcontract,4.87,1.25,15,2,8,3,2.3,1.26,20,1,5,7,2.74,1.66,19,1,6,5,2,1.57,18,1,7,4,4.88,0.34,24,4,5,4
subdivide,4.86,1.46,22,1,9,1,2.12,1.28,26,1,5,NA,2.58,1.77,24,1,7,NA,3.43,1.88,23,1,7,1,4.67,1.27,30,1,9,1
subdue,3.21,1.99,19,1,8,2,2.48,1.36,25,1,5,4,3.41,2.42,22,1,7,6,3.17,1.87,23,1,7,5,4.52,1.09,27,1,6,6
subjected,5.72,2.02,18,1,9,1,1.85,1.17,27,1,4,1,2.96,1.91,27,1,7,1,2.76,1.67,25,1,6,2,3.82,1.16,28,1,6,2
subjugate,5.33,1.59,15,2,8,9,2.21,1.37,14,1,5,15,2.85,1.77,13,1,7,14,2.28,1.23,18,1,5,10,4.87,1.13,15,3,7,15
sublimate,4.46,1.9,13,1,7,8,2.36,1.22,14,1,5,11,2.6,1.68,15,1,6,10,2.29,1.49,14,1,6,11,4.65,1.62,17,1,8,12
submerge,4.35,2.52,20,1,9,NA,4.32,1.03,25,1,5,NA,5.25,1.87,24,1,7,NA,6.6,0.91,25,3,7,NA,4.66,1.65,29,2,8,NA
submerse,5,1.87,17,1,8,3,3.26,1.39,23,1,5,4,4.2,1.96,20,1,7,1,5.14,1.96,22,1,7,2,4.48,1.83,27,1,9,3
submit,4.95,1.9,19,1,9,NA,3.04,1.33,23,1,5,NA,3.15,1.75,27,1,7,NA,3.84,1.7,25,1,7,NA,5.03,1.8,29,2,9,NA
subside,2.95,1.5,20,1,6,1,2.12,1.01,25,1,5,2,2.24,1.2,25,1,4,3,2.42,1.6,26,1,6,1,5.52,1.39,25,3,9,3
subsidize,5.13,1.46,15,1,8,1,1.76,1.04,21,1,4,4,2.19,1.99,21,1,7,3,2.4,1.98,20,1,7,3,5.16,1.25,25,3,8,3
subsist,5,0,6,5,5,12,2.46,1.05,13,1,5,13,1.86,1.29,14,1,5,7,2.46,1.45,13,1,5,12,5.06,0.44,16,4,6,14
substantiate,5.21,1.23,19,3,8,5,1.77,0.87,22,1,4,7,2.5,1.7,20,1,7,7,1.9,1.26,21,1,6,6,5.64,0.95,22,4,7,8
substituted,4.52,1.86,21,1,7,NA,2.96,1.51,25,1,5,NA,2.5,1.48,26,1,6,NA,3.68,1.65,25,1,7,NA,4.82,1.33,28,3,9,1
subtract,4.19,1.21,21,1,6,NA,2.34,1.23,29,1,5,NA,1.43,0.88,28,1,5,NA,3.18,2.07,28,1,7,NA,4,1.27,33,1,6,NA
subvert,5.67,1.5,12,4,9,6,2.18,1.13,17,1,5,9,2.64,1.6,14,1,5,7,2.39,1.46,18,1,5,7,4.61,1.38,18,2,8,12
succeed,7.7,2.11,20,1,9,NA,2.11,1.4,28,1,5,NA,2.88,2.03,24,1,7,NA,4.26,1.93,27,1,7,NA,8.63,1.01,27,5,9,NA
succumb,4.69,2.36,16,1,9,2,2.91,1.08,23,1,5,2,3.48,1.8,44,1,7,5,3.62,2.06,29,1,7,1,3.69,1.64,32,1,7,2
suckle,4.17,2.04,18,1,9,3,3.96,1,26,2,5,3,5.74,1.84,23,1,7,5,5.64,1.55,25,2,7,3,5.07,1.44,28,2,9,5
suffer,6.8,1.61,20,3,9,NA,2.96,1.35,28,1,5,NA,5.08,1.89,24,1,7,NA,4.44,2.33,27,1,7,NA,1.41,0.69,27,1,3,NA
suffice,4.35,1.5,17,1,7,1,2.04,1.1,25,1,4,2,2,1.32,24,1,5,NA,1.67,0.86,21,1,3,1,5.37,1.42,27,3,9,1
suffocate,7.17,1.69,18,4,9,NA,4.57,0.88,28,1,5,NA,6.4,1.15,25,2,7,NA,6.72,0.53,29,5,7,NA,1.27,0.74,30,1,4,NA
suffocating,7.47,1.23,17,5,9,1,4.6,0.71,25,3,5,1,6.7,0.66,20,5,7,1,6.21,1.47,24,1,7,1,1.53,1.11,30,1,6,NA
suggest,4.1,1.76,21,1,7,NA,2.34,1.42,29,1,5,NA,3.39,1.81,28,1,7,NA,3.16,1.63,32,1,7,NA,5.72,0.96,32,4,9,NA
suggesting,5.3,1.36,23,2,8,NA,2.69,1.23,26,1,5,NA,3.56,1.76,25,1,7,NA,3.42,1.89,24,1,7,NA,5.65,1.14,31,3,9,NA
suing,6.81,1.44,21,4,9,NA,3.32,1.46,25,1,5,NA,3.19,1.98,26,1,7,NA,5.4,1.73,25,1,7,NA,2.55,1.59,29,1,6,NA
sully,5,2.28,6,3,9,15,2,0.95,12,1,4,13,4.08,2.11,12,1,7,14,3.27,2.05,11,1,7,14,3.31,1.45,16,1,5,13
summarize,3.5,1.76,18,1,7,NA,2.15,1.08,26,1,5,NA,2.65,1.75,23,1,6,NA,3.2,2.12,25,1,7,NA,5.3,1.32,27,3,9,NA
summed,4.75,1.59,20,1,8,1,2.55,1.26,22,1,5,NA,2,0.98,22,1,4,2,2.57,1.6,28,1,6,2,5.27,1.37,26,1,9,2
sunbathe,3.19,3.17,16,1,9,NA,4.8,0.65,25,2,5,NA,6.88,0.45,24,5,7,NA,6.61,1.2,23,2,7,NA,7.32,1.98,28,2,9,NA
sunder,4.58,2.64,12,1,9,8,2.67,1.4,15,1,5,10,3.2,1.86,15,1,7,15,3.27,2.15,11,1,7,15,3.86,1.03,14,2,5,16
superimpose,5.83,2.31,18,2,9,2,2.6,1.47,20,1,5,4,2.83,2.01,24,1,7,1,3.43,2,23,1,7,5,3.92,1.67,26,1,7,4
supersede,5.5,1.69,8,3,9,11,1.57,0.65,14,1,3,12,1.93,1,14,1,4,10,2.07,1.33,14,1,5,11,5.84,1.61,19,4,9,11
supervise,4.55,1.67,20,1,8,NA,3.21,1.13,28,1,5,NA,3.79,1.82,24,1,7,NA,4.78,1.8,27,1,7,NA,4.52,1.48,27,1,9,NA
supplant,6.33,2,9,4,9,11,2.45,1.21,11,1,4,14,2.94,1.71,17,1,6,13,2.25,1.48,16,1,5,10,4.64,0.84,14,3,6,16
supplicate,5.78,1.86,9,3,9,12,2,1.07,8,1,4,13,2.67,1.59,15,1,6,9,3,1.89,15,1,6,15,5.06,1.63,18,1,8,11
suppose,3.89,1.68,18,1,5,NA,1.52,0.8,27,1,4,NA,2.29,1.12,24,1,4,NA,2,1.38,22,1,5,NA,5.18,0.55,28,4,7,NA
supposed,3.78,1.52,18,1,6,1,1.35,0.63,26,1,3,1,1.58,1.28,24,1,7,NA,2.12,1.51,24,1,7,1,5,0.71,29,4,7,1
suppress,4.85,1.99,13,2,8,NA,2.64,1.55,25,1,5,1,3.32,1.91,22,1,6,1,4.04,1.85,27,1,7,1,2.58,1.21,24,1,5,NA
surfaced,4.16,1.64,19,1,7,NA,3.04,1.31,25,1,5,NA,3.74,2.38,23,1,7,NA,4.61,2.18,28,1,7,NA,5.77,1.31,26,4,9,NA
surging,6.5,2.19,24,1,9,1,2.75,1.36,24,1,5,4,3,1.87,21,1,7,5,4.12,2.05,26,1,7,2,4.57,1.2,28,1,6,4
surmount,6.06,1.7,18,2,9,4,2.48,1.08,21,1,5,5,3.28,1.87,18,1,6,5,3.6,1.82,20,1,7,4,6.7,1.69,23,3,9,6
surpass,7.19,2.17,16,1,9,NA,2.58,1.32,24,1,5,1,2.61,1.64,23,1,6,1,3.17,1.44,23,1,6,NA,6.43,1.67,28,3,9,NA
surrounded,5.76,2.02,17,3,9,NA,4.17,1.13,24,1,5,NA,4.28,1.99,25,1,7,NA,6.25,0.97,28,4,7,NA,4.38,1.92,29,1,8,NA
survive,6.35,2.13,20,3,9,NA,3.63,1.33,27,1,5,NA,5.67,1.2,21,2,7,NA,4.83,1.88,24,1,7,NA,7.33,1.65,30,3,9,NA
suspend,5.44,2.06,18,1,9,NA,3.22,1.45,27,1,5,NA,3.62,2.08,24,1,7,NA,4.27,2.21,22,1,7,NA,3.75,1.48,28,1,7,NA
sustain,3.58,2.14,19,1,8,NA,2.42,1.18,24,1,5,NA,3.24,1.81,21,1,7,NA,3.07,1.65,29,1,7,NA,7.07,1.56,29,3,9,NA
sustaining,3.78,2.07,18,1,8,NA,2.11,0.89,27,1,4,NA,2.87,1.66,23,1,6,NA,2.77,1.8,22,1,7,NA,6.29,1.72,28,2,9,NA
swam,5.79,3.01,19,1,9,NA,4.71,0.81,24,2,5,NA,6.8,0.41,20,6,7,1,6.57,1.1,28,3,7,1,6.46,2.36,28,1,9,1
swank,5.29,1.5,7,3,7,11,3,1.34,11,1,5,17,3.58,1.83,12,1,6,13,3.91,1.87,11,1,7,18,4.86,1.56,14,1,8,16
swarming,7.22,1.26,18,5,9,1,4.23,0.92,22,2,5,1,3.65,1.77,26,1,7,1,6.12,0.95,24,4,7,1,3.39,1.13,28,1,5,2
sweated,6.7,1.75,20,3,9,NA,4.6,0.58,25,3,5,NA,6.38,0.92,24,4,7,NA,6.68,0.63,25,5,7,NA,4.72,2.27,29,1,9,NA
sweating,6.61,1.31,23,4,9,NA,4.73,0.83,26,1,5,NA,6.24,1.05,25,3,7,NA,6.71,0.55,24,5,7,NA,4.42,1.93,31,1,8,NA
sweeten,5.89,2.25,18,1,9,NA,3.84,1.14,25,1,5,NA,2.69,1.64,49,1,7,NA,4.63,1.67,30,1,7,NA,7.67,1.34,33,4,9,NA
swelled,6.11,1.63,19,3,9,NA,4.26,1.02,27,1,5,1,5.64,1.81,28,1,7,NA,6.35,0.89,26,4,7,1,3.37,1.87,30,1,8,NA
swelter,6.54,2.18,13,3,9,8,3.67,1.24,21,1,5,8,3.45,2.16,20,1,7,8,4.6,2.23,20,1,7,8,3.79,1.61,24,1,7,9
swept,4.2,1.54,20,1,7,NA,4.07,1.24,27,1,5,NA,4.9,1.84,21,1,7,NA,5.88,1.51,24,2,7,NA,4.8,1.35,30,2,9,NA
swindling,6.24,1.35,17,4,9,4,2.78,1.17,23,1,5,4,4.2,1.88,20,1,7,8,3.5,2.04,22,1,7,5,3.57,1.67,23,1,6,5
switched,4.78,1.31,18,1,7,NA,3.12,1.4,26,1,5,NA,3.48,1.75,23,1,7,NA,4.84,1.77,25,1,7,NA,5.11,0.93,27,3,7,NA
swore,6.35,1.47,23,3,9,NA,3.73,1.4,26,1,5,NA,5.21,1.97,28,1,7,NA,4.85,2.15,26,1,7,NA,4.36,1.5,28,2,8,NA
swum,5,1.87,13,1,8,4,4.42,0.96,19,2,5,6,NA,NA,NA,NA,NA,NA,5.57,1.75,21,1,7,7,5.81,1.33,21,3,9,8
swung,6.32,1.29,19,4,8,1,4.59,0.69,27,2,5,NA,5.95,1.47,21,2,7,NA,6.38,0.97,24,4,7,NA,5.1,1.59,29,1,9,1
symbolize,3.56,2.13,16,1,7,NA,1.64,0.99,25,1,4,NA,2.38,2.06,24,1,7,NA,3.35,2.06,23,1,7,NA,5.96,1.57,28,2,9,NA
sympathize,3.64,2.32,22,1,9,NA,2.35,1.35,26,1,5,NA,3.7,2.1,23,1,7,NA,3.71,1.92,24,1,7,NA,7.07,1.73,29,3,9,NA
synchronize,3.86,2.1,21,1,7,NA,3.68,1.28,25,1,5,NA,4.26,2.12,27,1,7,NA,5.73,1.61,26,2,7,NA,6.38,1.29,29,5,9,NA
syncopate,5.38,0.74,8,5,7,10,2,0.71,9,1,3,17,2.43,1.99,7,1,6,14,3,1.63,10,1,6,15,4.88,1.13,8,3,7,22
synthesize,4.52,1.94,21,1,7,NA,2.67,1.27,27,1,5,NA,2.86,1.92,28,1,7,NA,3,1.86,27,1,7,NA,5.61,1.07,28,5,9,NA
tabulate,4.6,2.01,10,1,9,8,2.82,1.17,11,1,5,17,3.33,2.4,9,1,7,16,3.83,1.95,12,1,7,17,5.42,1.16,12,3,7,18
taken,6.75,1.62,20,4,9,NA,3,1.39,28,1,5,NA,3.67,2.28,24,1,7,NA,4.04,1.91,27,1,7,NA,3.44,1.48,27,1,6,NA
tamp,5.8,1.55,10,4,9,10,2.57,1.34,14,1,5,11,2.06,1.3,18,1,5,12,3.5,1.98,12,1,7,14,4.67,0.65,12,3,5,18
tamper,6.36,1.18,22,5,9,2,3.43,1.17,28,1,5,1,3.77,1.84,26,1,7,1,4.11,1.72,27,1,7,1,2.93,1.19,29,1,5,1
tantalize,6.33,2.71,12,1,9,5,2.59,1.22,22,1,5,3,NA,NA,NA,NA,NA,NA,3.82,1.87,22,1,7,6,4.19,2.16,21,1,9,8
tarred,4.75,2.26,12,1,8,5,2.81,1.47,16,1,5,8,3.18,1.42,17,1,6,8,4.25,1.91,16,1,7,12,3.71,1.53,17,1,5,12
tarry,3.8,1.64,5,1,5,14,1.75,0.89,8,1,3,17,3,2.08,7,1,7,16,2.75,1.98,8,1,6,20,3.86,1.57,7,1,5,20
tasted,6.04,1.6,24,3,9,NA,4.48,0.99,29,1,5,NA,6.41,1.01,27,3,7,NA,5.68,1.39,28,2,7,NA,7.13,1.14,30,5,9,NA
taught,4,1.97,17,1,8,1,3.08,1.38,25,1,5,1,3.9,1.95,21,1,7,NA,4.68,1.46,25,1,7,NA,6,1.31,30,4,9,NA
taunting,7.75,1.18,16,6,9,NA,3.16,1.52,25,1,5,NA,4.04,2.22,24,1,7,NA,4.43,2.02,23,1,7,NA,2.32,1.02,28,1,4,NA
taxed,6.14,1.15,21,4,8,1,2.52,1.36,25,1,5,1,2.73,1.86,22,1,7,1,3.3,1.77,23,1,7,1,2.7,1.23,27,1,5,2
taxing,6.75,1.98,16,3,9,NA,2.17,1.15,23,1,5,2,2.39,1.78,23,1,6,1,2.57,1.97,23,1,7,NA,3.07,1.38,27,1,5,1
teaming,6.24,1.71,17,2,9,3,3,1.28,23,1,5,2,3.59,1.95,27,1,7,3,4.16,1.93,25,1,7,1,6.69,1.93,29,3,9,1
tearing,7.06,1.56,17,3,9,NA,4.58,0.58,24,3,5,NA,5.21,1.96,24,1,7,1,5.93,1.21,28,3,7,NA,2.83,1.54,29,1,6,NA
teem,4.86,0.9,7,3,6,11,3,1.04,14,1,5,12,2.58,1.44,12,1,6,9,3,2,12,1,7,12,5.29,1.77,14,2,9,16
teeming,7,1.59,16,4,9,5,2.45,1.32,20,1,5,2,2.61,1.33,18,1,6,6,4.14,2.01,22,1,7,8,3.71,1.74,21,1,7,8
teems,5,1.83,7,2,7,12,2.33,1,9,1,4,16,2,1.53,7,1,5,16,2.27,1.35,11,1,5,17,5.55,1.21,11,4,8,15
teeter,6.4,1.58,10,4,9,5,3.41,1.42,17,1,5,6,4.17,1.92,18,1,7,9,4.1,2.05,21,1,7,6,4.63,1.07,19,3,7,9
teethe,5.88,1.63,16,2,9,1,4.36,0.9,22,2,5,2,6.64,0.58,22,5,7,3,5.24,1.69,25,1,7,3,4.22,1.37,27,1,7,2
teething,5.21,2.23,19,1,9,NA,4.57,0.66,23,3,5,NA,6.33,1.14,27,3,7,NA,5.8,1.5,25,2,7,NA,4.8,1.9,30,1,9,NA
televise,4.22,1.7,18,1,7,NA,3.7,1.2,27,1,5,NA,3.62,2.26,24,1,7,NA,5.68,1.55,22,2,7,NA,5.79,1.34,28,5,9,NA
televised,5.55,2.06,20,1,9,NA,3.96,1.21,25,2,5,1,3.08,1.92,26,1,7,NA,6.16,1.07,25,3,7,NA,6.22,1.69,27,4,9,NA
tempered,4.85,2.35,20,1,9,1,2,0.95,23,1,4,NA,3.32,2.08,25,1,7,1,3.42,2.15,24,1,7,2,4.19,1.94,27,1,9,1
temporize,4.73,1.01,11,2,6,6,2.04,1.33,23,1,5,2,NA,NA,NA,NA,NA,NA,2.38,1.53,26,1,7,2,4.48,0.95,23,1,5,6
tend,4.33,1.71,18,1,8,NA,2.76,1.3,25,1,5,NA,3.41,1.86,49,1,7,NA,3.2,1.73,30,1,7,NA,5.97,1.17,34,4,9,NA
tenderize,5.19,2.27,21,1,9,NA,3.22,1.45,27,1,5,NA,3.54,1.65,26,1,7,2,4.41,2.17,27,1,7,NA,5.62,1.47,26,3,9,2
tending,4,1.38,21,1,6,NA,3.09,1.19,22,1,5,NA,3.88,2.07,24,1,7,NA,4.07,1.87,30,1,7,NA,5.86,1.41,29,4,9,NA
terminate,7.63,1.74,19,2,9,NA,4.04,0.95,24,2,5,NA,3.76,2.07,21,1,7,NA,4.83,2.17,29,1,7,NA,2.31,1.42,29,1,5,NA
terrify,7.87,1.51,15,5,9,NA,3.7,0.82,23,2,5,NA,4.48,1.58,27,1,7,NA,5.78,1.5,27,2,7,NA,2.25,1.65,28,1,6,NA
terrorize,7.45,1.64,20,3,9,NA,2.43,1.29,28,1,5,NA,4.25,2.11,24,1,7,NA,5.15,1.73,27,1,7,NA,1.56,0.97,27,1,4,NA
testify,5.75,1.77,16,3,9,1,2.84,1.25,25,1,5,NA,NA,NA,NA,NA,NA,NA,4.21,2.08,28,1,7,NA,5,1.67,29,3,9,NA
theorize,5.29,1.23,21,2,7,NA,1.45,0.67,22,1,3,NA,2.17,1.52,24,1,6,NA,2.4,1.75,30,1,7,NA,5.86,1.41,29,3,9,NA
thicken,5.13,1.64,15,3,9,NA,3.78,1.13,23,1,5,NA,3.04,1.76,27,1,7,NA,5.37,1.8,27,1,7,NA,5.04,1.23,28,2,9,NA
thieve,6.79,1.13,19,5,9,1,3.56,1.45,25,1,5,2,4.52,2.09,21,1,7,NA,5.26,1.68,23,2,7,1,2.33,1.21,27,1,5,3
thieving,6.5,1.76,20,3,9,3,3.52,1.31,23,1,5,3,4.04,1.78,24,1,7,1,5.19,1.36,21,2,7,3,2.64,1.37,28,1,5,3
thinning,4.71,1.33,24,1,7,1,3.78,1.15,27,1,5,NA,4.77,2.1,26,1,7,NA,5.14,1.92,28,1,7,NA,4.09,1.63,32,1,7,NA
thrash,6.26,2.26,19,1,9,1,4.07,1.38,27,1,5,1,4.64,2.32,22,1,7,2,5.7,1.46,27,2,7,NA,3.08,1.52,26,1,7,1
threaded,3.72,1.64,18,1,6,NA,3.5,1.2,28,1,5,NA,3.38,2.34,24,1,7,1,5.21,1.97,29,1,7,NA,4.87,1.01,30,2,7,NA
threaten,8.38,0.81,16,7,9,NA,3.28,1.43,25,1,5,NA,5.04,1.97,24,1,7,NA,4.78,2.07,23,1,7,NA,1.86,1.04,28,1,4,NA
threatening,7.95,1.23,20,5,9,NA,3.54,1.14,24,1,5,NA,4.44,2.24,25,1,7,NA,5.86,1.46,28,3,7,NA,1.57,0.94,30,1,4,NA
thresh,5.25,1.39,8,3,8,12,1.83,0.94,12,1,4,15,2.57,2.15,7,1,6,14,2.82,1.66,11,1,5,13,4.23,1.36,13,1,5,17
threw,6.75,1.52,20,5,9,NA,4.88,0.45,24,3,5,NA,6.25,1.51,24,1,7,NA,6.64,0.91,25,3,7,NA,5.07,1.28,29,3,9,NA
thriving,7.32,2.36,19,2,9,NA,2.43,1.08,23,1,5,NA,4.07,2.13,27,1,7,NA,4.64,1.82,25,1,7,NA,8.5,0.82,30,6,9,NA
throbbing,6.67,1.41,18,5,9,NA,3.81,1.47,26,1,5,1,5.62,1.56,24,2,7,NA,5.09,2.11,22,1,7,NA,3.21,1.79,28,1,8,NA
thrown,6.38,1.36,21,4,9,NA,4.31,1.11,29,1,5,NA,5.85,1.51,27,1,7,1,6.29,1.61,28,1,7,NA,4.39,1.52,33,1,9,NA
thudding,7.33,1.78,18,2,9,1,4.04,1.21,25,1,5,2,4.68,2.01,22,1,7,2,5.95,1.17,22,3,7,3,4,1.5,26,1,8,4
thumbed,4.75,1.29,12,1,6,9,3.5,1.46,16,1,5,11,5.28,1.81,18,1,7,10,4,2.31,19,1,7,8,4.58,1.07,19,1,6,9
thwart,6.8,1.52,15,5,9,4,2.65,1.23,20,1,5,4,3.82,2.27,17,1,7,4,3.76,2.01,25,1,7,4,4.4,2.45,25,1,9,4
thwarting,6.44,1.82,18,3,9,3,1.94,1,18,1,5,5,3.15,1.84,20,1,7,6,2.33,1.56,21,1,7,4,3.96,1.85,24,1,7,4
ticked,6.15,1.53,20,3,9,1,2.81,1.4,21,1,5,2,3.5,1.82,24,1,7,2,3.96,1.94,24,1,7,1,3.56,1.87,27,1,9,1
tied,5.31,1.81,26,2,9,NA,4.17,1.17,24,1,5,NA,4.87,2.16,23,1,7,NA,6.23,1.27,26,2,7,NA,4.07,1.65,29,1,7,NA
tighten,6.42,1.17,26,5,9,NA,4.58,0.58,24,3,5,NA,5.39,1.47,23,2,7,NA,6.19,0.94,26,4,7,NA,4.28,1.46,29,1,8,NA
tilting,5.37,2.22,19,1,9,2,4.33,0.96,27,1,5,2,4.44,1.97,27,1,7,1,5.87,1.46,30,1,7,2,4.74,1.06,31,1,7,1
timed,5.71,2.03,21,1,9,NA,2.76,1.55,29,1,5,NA,1.75,1.4,28,1,6,NA,4.39,2.04,28,1,7,NA,4.33,1.49,33,1,9,NA
tingling,7.28,1.36,18,5,9,NA,3.5,1.32,24,1,5,1,5.41,1.86,49,1,7,NA,4.8,1.88,30,1,7,NA,5.56,1.54,34,1,9,NA
